Paper ID,Status,Priority,Paper Title,Authors,Year,Venue / Source,URL / DOI,Research Area,Main Problem,Failure Type,Deployment Fault Injected?,Online or Offline?,Models / Sizes,Serving Stack,Languages,Tasks / Dataset,Detection Method,Metrics,Infrastructure Signals Used?,Main Findings,Limitations,How It Relates to SemaFailBench,Research Gap It Leaves,Code / Data Available?,Notes,Date Added,Read Date,Paper Category,Relevance Score
P035,Read,High,A Systematic Taxonomy of Failure Modes in Retrieval-Augmented Generation Systems,Anupama Garani,2026,"Proceedings of the 6th Workshop on Trustworthy NLP (TrustNLP 2026), co-located with ACL 2026",https://doi.org/10.18653/v1/2026.trustnlp-main.27,Benchmark design,"What is the full space of failure modes across the entire RAG pipeline (ingestion through agentic orchestration), and how strong is the peer-reviewed empirical evidence for each?","Not applicable (taxonomy paper covering multiple failure types, including retrieval/context failures relevant to SemaFailBench)",No,Conceptual,Not model-specific (structured literature review),Not applicable,Not reported,Structured literature review of 48 sources (peer-reviewed publications and high-impact preprints),Qualitative taxonomy with three-level evidence grading (Strong/Moderate/Limited) per failure mode,"Not applicable (evidence-grading scheme, not an empirical metric)",No,"Presents a taxonomy of 33 RAG failure modes across 7 pipeline stages (ingestion, representation, retrieval, generation, evaluation, deployment, agentic orchestration), each with a formal definition, observable manifestation, and evidence grade; finds retrieval and generation failures are comparatively well-studied while representation, evaluation, and agentic-orchestration failures are under-investigated, identifying 12 failure modes (including all 8 agentic modes) with no dedicated peer-reviewed empirical evidence — an ""evidence desert."" Explicitly positions itself against prior taxonomies of 7 failure points (Barnett et al., 2024) and 16 error types (Cresswell et al., 2025) by spanning the full pipeline with explicit evidence-level grading.","Single-authored structured literature review (not an empirical study); a workshop paper (TrustNLP 2026) rather than a main-conference paper; evidence grading is inherently a judgment call by one author, which the paper itself does not claim to have externally validated via multiple independent raters.","Foundation; Evaluation-Method Source. This is the closest methodological precedent found in the entire review for SemaFailBench's own intended approach (taxonomy + evidence grading + identifying an evidence desert). Its ""deployment"" pipeline stage and its explicit evidence-grading methodology are directly reusable for SemaFailBench's own taxonomy of deployment-induced silent semantic failures, and its retrieval/context-failure modes map directly onto SemaFailBench's ""retrieval or context failures"" fault category.","Taxonomizes RAG-specific failure modes with evidence grading but is scoped to RAG pipelines specifically, not general LLM serving-deployment faults (chat template, tokenizer, adapter, quantization, decoding, routing); does not itself propose or test a canary-based detection protocol, and does not require an infrastructure-health constraint.",Not applicable,"PUBLICATION STATUS (confirmed third pass): peer-reviewed and officially published (the strongest-evidenced 2026 entry in the workbook). Confirmed directly from the ACL Anthology primary record (aclanthology.org/2026.trustnlp-main.27): single author Anupama Garani; TrustNLP 2026 workshop, pages 413-424, DOI 10.18653/v1/2026.trustnlp-main.27. Single-authorship and workshop (not main-conference) status are both recorded transparently per Rule 8 (distinguish workshop papers from full conference papers).",2026-07-23,2026-07-23,Foundation; Evaluation-Method Source,5
P036,Read,High,Characterizing and Detecting Mismatch in Machine-Learning-Enabled Systems,Grace A. Lewis; Stephany Bellomo; Ipek Ozkaya,2021,"WAIN 2021 (IEEE/ACM 1st Workshop on AI Engineering - Software Engineering for AI, co-located with ICSE 2021)",https://doi.org/10.1109/WAIN52551.2021.00023 (arXiv preprint: https://arxiv.org/abs/2103.14101),LLM regression testing,"What types of mismatch occur between the data-science, software-engineering, and operations perspectives during end-to-end development and deployment of ML-enabled systems, and how can these be characterized and detected?","General observability (deployment/integration mismatch, pre-dates LLM-specific framing but directly generalizes)",No,Conceptual,Not model-specific,Not applicable,English,Interview and survey study (qualitative),Qualitative taxonomy derived from interviews/survey; machine-readable mismatch descriptors proposed,Not applicable (qualitative taxonomy),No,"Identifies seven categories of ML mismatch (with 34 subcategories) arising from misaligned assumptions among data science, software engineering, and operations roles during ML-enabled system development; shows that how each role prioritizes different mismatch types varies, itself contributing to the mismatches; proposes specifying mismatch categories as machine-readable descriptors to support tooling.","Pre-dates the LLM era (2021) and is not LLM-specific; qualitative interview/survey methodology rather than empirical fault-injection or detection evaluation; does not propose an automated detector, only a descriptive taxonomy and a machine-readable-descriptor proposal.",Foundation; Fault-Design Source. This is a foundational software-engineering precedent for exactly SemaFailBench's core concern — misalignment between what different roles (model developer vs. serving/ops engineer) assume about a deployed model — generalized from classical ML to today's LLM serving stack; its mismatch-category framework is a strong candidate structural template for SemaFailBench's own taxonomy of deployment-induced faults.,"Characterizes ML-system mismatch qualitatively and pre-LLM; does not test any LLM-specific fault (chat template, tokenizer, adapter, quantization, decoding) empirically, nor propose a lightweight canary-based detector, nor require an infrastructure-health constraint — SemaFailBench can be framed as extending this general SE taxonomy into a concrete, empirically-tested LLM-serving instantiation.",Not applicable,Reviewed at abstract/metadata level for this interim pass (verified via primary source listed in URL/DOI); full-text Method/Experiments/Limitations sections not yet reviewed line-by-line. Venue and authors independently confirmed via the official WAIN 2021 (ICSE 2021 co-located workshop) researchr program page and IEEE Xplore listing; arXiv:2103.14101 is the preprint version.,2026-07-23,2026-07-23,Foundation; Fault-Design Source,4
P037,Read,Medium,Evaluating the Instruction-Following Robustness of Large Language Models to Prompt Injection,Zekun Li; Baolin Peng; Pengcheng He; Xifeng Yan,2024,EMNLP 2024,https://doi.org/10.18653/v1/2024.emnlp-main.33,LLM regression testing,"How robust are instruction-following LLMs at discerning which instructions in a prompt to follow versus disregard, when malicious instructions are embedded in the input (prompt injection)?","Not applicable (adversarial robustness/security paper, not a deployment-configuration fault)",No,Offline,Leading instruction-following LLMs (exact list not itemized in abstract),Not reported,English,Purpose-built benchmark for instruction-following robustness to prompt injection,Benchmark-based robustness evaluation,Robustness/vulnerability rate to injected instructions (exact aggregate figures not confirmed in this pass),No,"Establishes a benchmark for instruction-following robustness against prompt injection; finds models that are excessively inclined to prioritize embedded instructions (especially those appearing later in the prompt) are more vulnerable, and — counterintuitively — models with stronger contextual understanding and instruction-following ability are often more easily compromised, revealing a tension between capability and robustness.","A security/adversarial-robustness paper, not a deployment-configuration-fault study; does not test benign deployment faults (chat template, tokenizer, adapter, quantization) or infrastructure-health constraints.","Related Method; Background. Its finding that stronger instruction-following capability correlates with greater vulnerability to embedded/injected instructions is a useful cautionary parallel: SemaFailBench should ensure its own canary prompts cannot be confused with, or accidentally behave like, injected instructions when testing chat-template and instruction-following fault categories.","Studies adversarial instruction injection, not benign deployment-configuration drift; does not test whether canary-style verifiable instructions (as in IFEval, P021) remain reliable under normal, non-adversarial serving conditions after a deployment fault.",Could not verify,"Confirmed directly from the ACL Anthology primary record (aclanthology.org/2024.emnlp-main.33): Anthology ID 2024.emnlp-main.33, pages 557-568, Miami, Florida, DOI 10.18653/v1/2024.emnlp-main.33.",2026-07-23,2026-07-23,Related Method; Background,3
P038,Read,High,ProSA: Assessing and Understanding the Prompt Sensitivity of LLMs,Jingming Zhuo; Songyang Zhang; Xinyu Fang; Haodong Duan; Dahua Lin; Kai Chen,2024,Findings of the Association for Computational Linguistics: EMNLP 2024,https://aclanthology.org/2024.findings-emnlp.108/,Chat-template sensitivity,"How can prompt sensitivity be systematically measured and understood across datasets and models, and what factors (model scale, decoding confidence, few-shot exemplars) explain variation in sensitivity?",Prompt-format variation,No,Offline,Multiple open- and closed-source LLMs of varying scale (exact list not itemized in abstract),Not reported,English,Multiple evaluation datasets spanning objective and subjective tasks (exact list not itemized in abstract),"PromptSensiScore (PSS) — a novel prompt-sensitivity metric computed from decoding confidence (not solely output-label variance), addressing the limitation that dataset-level sensitivity aggregates can look robust while hiding instance-level flips",PromptSensiScore (PSS),No,"Introduces ProSA and the PromptSensiScore metric; finds prompt sensitivity fluctuates across datasets and models, larger models show enhanced robustness, few-shot exemplars alleviate sensitivity, subjective/reasoning-oriented evaluations are especially susceptible to prompt sensitivity, and higher decoding confidence correlates with greater prompt robustness — providing a mechanistic (confidence-based) explanation for sensitivity, not just a static measurement.","A static offline evaluation framework, not a continuous production-monitoring tool; PSS's reliance on decoding confidence requires logit/probability access not always available via closed commercial APIs.","Baseline Source; Evaluation-Method Source. PromptSensiScore is a strong, ACL-peer-reviewed candidate baseline detector for SemaFailBench's chat-template and prompt-format canary categories, and its confidence-based mechanistic explanation strengthens the theoretical grounding for why template/format faults are behaviorally detectable via probability-based signals when available.","Measures prompt sensitivity as an intrinsic, static model/dataset property; does not test whether PSS-style scores can detect a *specific* deployment-introduced change (e.g., a serving pipeline silently switching chat templates) relative to a previously stable baseline, nor evaluate false-positive/detection-delay trade-offs in a production setting.","Yes (https://github.com/open-compass/ProSA, confirmed as a live GitHub repository)","CORRECTED (third pass): full text sections and GitHub README inspected in the third pass, confirming the decoding-confidence-based PSS design rationale (addressing the dataset-level-aggregation-masks-instance-level-flips limitation of prior work) beyond the abstract-level summary. Confirmed directly from the ACL Anthology primary record (aclanthology.org/2024.findings-emnlp.108): Findings of EMNLP 2024, pages 1950-1976, DOI 10.18653/v1/2024.findings-emnlp.108. Remaining unresolved: full author-affiliation list (Shanghai AI Laboratory / CUHK per secondary sources) not independently confirmed from a primary institutional-affiliation line. Status confirmed 'Read'.",2026-07-23,2026-07-25,Baseline Source; Evaluation-Method Source,4
P039,Read,High,Monitoring Machine Learning Systems: A Multivocal Literature Review,Hira Naveed; Scott Barnett; Chetan Arora; John Grundy; Hourieh Khalajzadeh; Omar Haggag,2025,arXiv preprint (software-engineering multivocal literature review; target venue not confirmed in this pass),https://arxiv.org/abs/2509.14294,LLM observability,"What does the combined academic and grey (practitioner) literature say about how ML systems are monitored in production — what is monitored, with what techniques/metrics/tools, and what are the reported benefits and limitations?",General observability,No,Conceptual,Not model-specific (literature review),Not applicable,Not reported,Multivocal literature review (Garousi guidelines) of 136 papers spanning academic and grey literature,Qualitative synthesis across four dimensions: motivations/goals/context; monitored aspects/techniques/metrics/tools; contributions/benefits; limitations,Not applicable (literature synthesis),"Partially (surveys papers that use both infrastructure and model-quality signals, without itself comparing them)","Following Garousi's multivocal literature review guidelines, synthesizes 136 papers (academic and practitioner/grey literature) on ML monitoring, organizing findings by what is monitored, which techniques/metrics/tools are used, what benefits are reported, and what limitations remain — providing a broad map of the current ML-monitoring landscape.","A literature review, not a new empirical study; general ML monitoring scope (not LLM-specific) means many surveyed practices may not directly transfer to LLM semantic-quality monitoring; grey-literature inclusion (per MLR methodology) means some included sources are not peer-reviewed.","Background; Evaluation-Method Source. A comprehensive, recent (2025) map of the general ML-monitoring landscape useful for situating SemaFailBench's LLM-specific, semantic-canary-based approach within the broader ML-monitoring literature, and for identifying which monitoring techniques have NOT yet been applied to LLM semantic quality specifically.","As a general ML-monitoring literature review, does not focus on LLM-specific deployment faults or semantic-canary methods; a gap this review itself likely reveals (not independently confirmed via full-text reading in this pass) is whether existing ML monitoring practices adequately cover generative, open-ended LLM outputs versus traditional structured-prediction models.",Not applicable,"Reviewed at abstract/metadata level for this interim pass (verified via primary source listed in URL/DOI); full-text Method/Experiments/Limitations sections not yet reviewed line-by-line. arXiv:2509.14294, submitted 17 Sep 2025. Venue (conference/journal target, if any) not confirmed in this pass — recorded as arXiv preprint per Rule 9.",2026-07-23,2026-07-23,Background; Evaluation-Method Source,4
P040,Read,High,Monitoring and Observability of Machine Learning Systems: Current Practices and Gaps,Joran Leest; Ilias Gerostathopoulos; Patricia Lago; Claudia Raibulet,2025,"arXiv preprint (empirical software-engineering study, Vrije Universiteit Amsterdam and Universita degli Studi di Milano-Bicocca; target venue not confirmed — the retrieved PDF/HTML uses a generic ACM template placeholder header, indicating no confirmed accepted venue as of this arXiv posting)",https://arxiv.org/abs/2510.24142,LLM observability,"What information do ML practitioners actually capture for observability in practice, and how do they use it to validate models, detect and diagnose faults, and explain observed degradations — as distinct from what observability frameworks claim to offer?",General observability,No,Conceptual,Not model-specific,"Not reported (practitioner-reported, varies by domain)",Not reported,Seven focus-group sessions with practitioners across multiple domains,"Qualitative focus-group study organized using a prior descriptive model of system-context information (Leest et al., 'From Tea Leaves to System Maps,' IEEE TSE 2025); empirical cataloging of practitioner-captured observability information",Not applicable (qualitative study),Yes (explicitly studies what infrastructure/model information practitioners capture),"Explicitly frames the problem as: ""production machine learning systems fail silently through wrong decisions"" — directly aligned with SemaFailBench's framing. Through seven focus groups, catalogs what practitioners actually capture (as opposed to idealized observability frameworks) and how they use it for model validation, fault detection/diagnosis, and explaining degradations, revealing gaps between observability theory and practice; the authors describe this as the first empirical characterization of ML observability practice.","Qualitative, practitioner-reported findings (self-report bias possible); not LLM-specific; does not itself propose or test a new detection method, only catalogs current practice.","Foundation; Background. Its explicit ""production ML systems fail silently"" framing is one of the closest linguistic and conceptual matches to SemaFailBench's own ""silent quality failures"" framing found anywhere in this review, making it a strong Introduction/Motivation citation, even though it is general-ML rather than LLM-specific and does not propose a canary-based solution.","Documents that practitioners struggle to detect silent ML failures in general, and catalogs what they currently capture, but does not test any specific detection method (canary-based or otherwise) or focus on LLM-specific deployment faults (chat template, tokenizer, adapter, quantization) — SemaFailBench directly addresses the LLM-specific instantiation of the general problem this paper documents.",Not applicable,"CORRECTED (third pass): full text sections inspected via arXiv HTML in the third pass, confirming authors' institutional affiliation (Vrije Universiteit Amsterdam; Universita degli Studi di Milano-Bicocca) and the focus-group methodology's grounding in a prior descriptive model. PUBLICATION STATUS: arXiv preprint only — the retrieved PDF/HTML carries a generic 'Conference'17, July 2017, Washington, DC, USA' ACM template placeholder in its running header, a template artifact indicating no confirmed accepted venue as of this posting; this strengthens (does not weaken) the prior conservative labeling. Strongly recommend citing in Introduction alongside the SemaFailBench motivation statement given the direct framing overlap. Status confirmed 'Read'.",2026-07-23,2026-07-25,Foundation; Background,5
P041,Read,Low,The Silent Problem -- Machine Learning Model Failure -- How to Diagnose and Fix Ailing Machine Learning Models,Michele Bennett; Jaya Balusu; Karin Hayes; Ewa J. Kleczyk,2022,arXiv preprint,https://arxiv.org/abs/2204.10227,LLM observability,"How do concept drift and data drift silently degrade deployed ML model performance in healthcare analytics (a COVID-19 case study), and how can such degradation be diagnosed and fixed?","General observability (concept drift / data drift, pre-LLM)",No,Conceptual,"Not model-specific (healthcare analytics models, pre-LLM)",Not applicable,Not reported,Healthcare analytics case study (COVID-19 pandemic period),Conceptual discussion of concept-drift and data-drift diagnosis,Not reported,No,"Frames concept drift (changes in underlying variable relationships) and data drift (changes in data distributions/covariates) as two primary silent-failure mechanisms for deployed ML models, illustrated via a healthcare-analytics case study during the COVID-19 pandemic; discusses diagnostic and remediation approaches at a conceptual level.",Pre-dates the LLM era (2022) and is domain-specific (healthcare analytics); conceptual/case-study framing rather than a controlled empirical study; not independently peer-reviewed (arXiv-only).,"Background. An early, explicitly ""silent problem""-framed precedent for model-failure diagnosis, useful for situating SemaFailBench's terminology within a longer tradition of ML ""silent failure"" language, though it predates and is unrelated to LLM-serving-specific deployment faults.","Discusses concept/data drift as silent-failure mechanisms conceptually and via a single domain case study; does not propose a generalizable, testable detection framework, and pre-dates the LLM serving-deployment context entirely.",Not applicable,"Reviewed at abstract/metadata level for this interim pass (verified via primary source listed in URL/DOI); full-text Method/Experiments/Limitations sections not yet reviewed line-by-line. arXiv:2204.10227, submitted 21 Apr 2022. Authors affiliated with Symphony Health (a division of ICON plc), per secondary source listings.",2026-07-23,2026-07-23,Background,1
P042,Read,Medium,Monitoring Machine Learning Models: Online Detection of Relevant Deviations,Florian Heinrichs,2023,arXiv preprint,https://arxiv.org/abs/2309.15187,Continuous evaluation,"How can relevant (as opposed to spurious) deviations in deployed ML model quality be detected online, accounting for temporal dependence in measured model quality to avoid unnecessary alerts?","General observability (online performance-deviation detection, pre-LLM/model-agnostic)",No,Online,Not model-specific (model-agnostic monitoring method),Not applicable,Not reported,Not fully specified in abstract (methodological/statistical contribution),"Sequential online monitoring scheme for relevant-deviation detection, accounting for temporal dependence of model-quality measurements",Not fully specified in abstract,No,"Proposes a sequential monitoring scheme for online detection of relevant (practically meaningful) deviations in deployed ML model quality, explicitly accounting for temporal dependence between successive quality measurements to reduce unnecessary/false alerts compared to naive independent-sample monitoring.","Model-agnostic and not LLM-specific; does not address semantic-quality measurement for generative/open-ended outputs specifically; single-author, arXiv-only (not independently confirmed as peer-reviewed in this pass).","Baseline Source; Evaluation-Method Source. This paper's core statistical concern — reducing false alerts via temporal-dependence-aware online monitoring — is directly relevant to SemaFailBench's stated need to evaluate detectors under controlled false-alarm constraints, and its sequential-monitoring approach is a candidate change-point-style baseline detector.","Provides a general statistical framework for online relevant-deviation detection but does not test it on LLM outputs, does not address semantic (as opposed to numeric/scalar) quality signals, and does not connect deviations to specific deployment-fault causes.",Could not verify,"Reviewed at abstract/metadata level for this interim pass (verified via primary source listed in URL/DOI); full-text Method/Experiments/Limitations sections not yet reviewed line-by-line. arXiv:2309.15187, submitted 26 Sep 2023. Author affiliated with SNAP GmbH (Bochum, Germany), per secondary source listing.",2026-07-23,2026-07-23,Baseline Source; Evaluation-Method Source,3
P043,Read,Medium,Learning to Generate Structured Output with Schema Reinforcement Learning,Yaxi Lu; Haolun Li; Xin Cong; Zhong Zhang; Yesai Wu; Yankai Lin; Zhiyuan Liu; Fangming Liu; Maosong Sun,2025,ACL 2025 (Long Papers),https://aclanthology.org/2025.acl-long.243/,Structured-output evaluation,"How can LLMs be trained via reinforcement learning to more reliably generate structured (e.g., JSON) output that is both schema-compliant and semantically correct, rather than only syntactically valid?",Output-distribution drift (structured-output compliance/quality),No,Offline,Not fully specified in this pass (schema-reinforcement-learning method paper),Not reported,Not reported,Structured-output generation benchmarks (exact list not itemized in this pass),Schema reinforcement learning (training-time method) with schema-compliance and content-quality reward signals,Schema compliance; content/value accuracy (exact metric names not itemized in this pass),No,"Proposes a schema-reinforcement-learning approach that improves LLMs' ability to generate structured output that is both valid against a given schema and semantically accurate, addressing the schema-compliance-vs-value-accuracy gap documented elsewhere in this review (P017/JSONSchemaBench) from the training side rather than the inference/decoding side.","A training-time method paper, not a deployment-monitoring study; does not test what happens when a well-trained structured-output model is later deployed with a mismatched adapter, quantization, or decoding configuration.","Related Method; Evaluation-Method Source. Complements JSONSchemaBench (P017) by tackling the same schema-compliance-vs-accuracy gap from the training side; together they support SemaFailBench's inclusion of structured-output canaries that check both syntactic validity and semantic/value correctness, not compliance alone.","Improves structured-output reliability at training time; does not test whether this reliability persists or silently degrades after deployment-time configuration changes (the SemaFailBench scenario), nor propose a continuous production canary for structured-output drift.","Yes (https://github.com/thunlp/SchemaReinforcementLearning, per GitHub listing)",Confirmed via ACL Anthology listing (aclanthology.org/2025.acl-long.243) and official GitHub repository (thunlp/SchemaReinforcementLearning); arXiv preprint 2502.18878 is the earlier version. Full abstract/methodology not independently re-read beyond search-result summaries and the ACL Anthology listing page in this pass — treat detailed metric names as provisional pending a closer read.,2026-07-23,2026-07-23,Related Method; Evaluation-Method Source,3
P044,Read,Medium,BenchMAX: A Comprehensive Multilingual Evaluation Suite for Large Language Models,Xu Huang; Wenhao Zhu; Hanxu Hu; Conghui He; Lei Li; Shujian Huang; Fei Yuan,2025,Findings of the Association for Computational Linguistics: EMNLP 2025,Findings of the Association for Computational Linguistics: EMNLP 2025,Multilingual evaluation,"Existing multilingual LLM benchmarks lack comprehensive coverage of critical capabilities (instruction following, reasoning, code generation, long-context understanding) across diverse languages — can a single multi-way multilingual suite fill this gap?","Not applicable (capability-evaluation benchmark, not a deployment-fault study)",No,Offline,Multiple LLMs of varying scale (exact list not itemized in this pass),Not applicable,Multilingual (multi-way parallel across many languages; exact count not itemized in this pass),"BenchMAX (10 diverse tasks spanning instruction following, reasoning, code generation, long-context understanding)","Multi-task, multi-way multilingual benchmark evaluation",Task-specific accuracy/performance across 10 tasks (exact metric names not itemized in this pass),No,"Introduces BenchMAX, a multi-way multilingual benchmark spanning 10 tasks (instruction following, reasoning, code generation, long-context understanding, and others); finds core-capability effectiveness varies substantially across languages and that these performance gaps cannot be closed simply by scaling up model size.","A static offline benchmark; does not test deployment-induced multilingual regressions (e.g., quantization or adapter changes disproportionately harming specific languages, as documented in P012/P024), only baseline multilingual capability gaps.","Baseline Source; Evaluation-Method Source. BenchMAX's multi-task, multi-way multilingual task suite (instruction following, reasoning, code, long-context) is a strong candidate source of canary-prompt content for SemaFailBench's multilingual evaluation dimension, since it already spans exactly the capability types SemaFailBench needs to probe across languages and severities.","Establishes a static multilingual capability baseline; does not connect performance gaps to deployment faults or test whether the gaps documented here widen further under quantization, adapter, or chat-template faults specifically.","Yes (https://github.com/CONE-MT/BenchMAX, per GitHub listing)","Confirmed via ACL Anthology (aclanthology.org/2025.findings-emnlp.909), pages 16751-16774, Suzhou, China. arXiv preprint 2502.07346 is the earlier version.",2026-07-23,2026-07-23,Baseline Source; Evaluation-Method Source,3
P045,Read,Medium,MMLU-ProX: A Multilingual Benchmark for Advanced Large Language Model Evaluation,Weihao Xuan; Rui Yang; Heli Qi; Qingcheng Zeng; Yunze Xiao; Aosong Feng; Dairui Liu; Yun Xing; Junjue Wang; Fan Gao; Jinghui Lu; Yuang Jiang; Huitao Li; Xin Li; Kunyu Yu; Ruihai Dong; Shangding Gu; Yuekang Li; Xiaofei Xie; Felix Juefei-Xu; Foutse Khomh; Osamu Yoshie; Qingyu Chen; Douglas Teodoro; Nan Liu; Randy Goebel; Lei Ma; Edison Marrese-Taylor; Shijian Lu; Yusuke Iwasawa; Yutaka Matsuo; Irene Li,2025,EMNLP 2025 (Main Conference),https://aclanthology.org/2025.emnlp-main.79/,Multilingual evaluation,"Does advanced LLM capability, as measured by MMLU-Pro-style questions, hold consistently across 29 languages when the same underlying questions are translated and aligned for direct cross-linguistic comparison?",Not applicable (capability-evaluation benchmark),No,Offline,Multiple advanced LLMs (exact list not itemized in this pass),Not applicable,"29 languages, with 11,829 identical questions per language for direct cross-linguistic comparison",MMLU-ProX (translated/aligned extension of MMLU-Pro),"Multilingual benchmark evaluation with identical, aligned questions across languages",Task accuracy (exact aggregate figures not itemized in this pass),No,"Extends MMLU-Pro to 29 languages with identical, aligned questions (11,829 per language) enabling direct cross-linguistic capability comparison for advanced LLM evaluation — a large-scale (32-author, multi-institution) multilingual benchmarking effort.",A static offline capability benchmark; does not test deployment-induced degradation or connect cross-linguistic performance gaps to specific serving-configuration faults.,"Baseline Source. MMLU-ProX's aligned, 29-language question set is a candidate source for high-difficulty multilingual canary content, complementing BenchMAX (P044) with a harder-reasoning capability focus.","Establishes a static, high-difficulty multilingual capability baseline; does not test whether cross-linguistic performance gaps widen under deployment faults, nor propose any monitoring protocol.","Yes (https://github.com/weihao1115/MMLU-ProX, per GitHub listing)","Confirmed via ACL Anthology (aclanthology.org/2025.emnlp-main.79), pages 1513-1532, Suzhou, China. arXiv preprint 2503.10497 is the earlier version. 32-author list confirmed via web search cross-checking the ACL Anthology and GitHub listings; not independently re-verified author-by-author against the primary PDF byline in this pass.",2026-07-23,2026-07-23,Baseline Source,2
P046,Read,Medium,Are Your LLMs Capable of Stable Reasoning?,Junnan Liu; Hongwei Liu; Linchen Xiao; Ziyi Wang; Kuikun Liu; Songyang Gao; Wenwei Zhang; Songyang Zhang; Kai Chen,2025,Findings of the Association for Computational Linguistics: ACL 2025,https://aclanthology.org/2025.findings-acl.905/,Benchmark design,"Do standard single-sample accuracy metrics adequately capture the true reasoning capability and stability (consistency across repeated sampling) of LLMs, or do they overstate real-world reliability?","Not applicable (evaluation-methodology paper, not a deployment-fault study)",No,Offline,Multiple LLMs (exact list not itemized in this pass),Not applicable,English (mathematical reasoning focus),"LiveMathBench (dynamic, contemporary math problems designed to minimize data-leakage risk)","G-Pass@k and G-Pass@k_tau (Pass@k is a special case of G-Pass@k_tau per Theorem 2.1) plus mG-Pass@k — continuous, multi-sample evaluation metrics quantifying both peak performance and stability","G-Pass@16 at thresholds {0.5, 0.75, 1.0} and mG-Pass@16; 48 runs per model; Qwen2.5-72B-Instruct used as the LLM judge for answer correctness",No,"Introduces G-Pass@k, which continuously assesses model performance across multiple sampling attempts rather than a single run, quantifying both peak-performance potential and stability; using this with the LiveMathBench dynamic benchmark, reveals a significant gap between benchmark-reported and real-world-reliable reasoning ability, showing current evaluation protocols understate how often models are unstable across repeated attempts at the same problem.","Focused on mathematical reasoning specifically; a static (if dynamically-refreshed) offline benchmark, not a deployment-monitoring tool; does not connect instability to any specific deployment-configuration cause.","Evaluation-Method Source. G-Pass@k's multi-sample stability framing is directly relevant to SemaFailBench's need for canary-prompt scoring that distinguishes genuine deployment-induced regression from ordinary sampling variance — a repeated-sampling, stability-aware scoring approach like G-Pass@k could reduce false alarms in a canary protocol.","Measures reasoning stability as an intrinsic model property via repeated sampling on a fixed deployment; does not test whether G-Pass@k-style stability metrics shift detectably when a deployment fault (e.g., decoding-config or quantization change) is introduced, nor evaluate this in an online monitoring setting.","Yes (https://github.com/open-compass/GPassK, confirmed as a live GitHub repository; LiveMathBench also hosted on Hugging Face)","CORRECTED (third pass): full text sections and GitHub README inspected in the third pass, confirming the G-Pass@k_tau/mG-Pass@k formal definitions, the 48-runs-per-model protocol, and Qwen2.5-72B-Instruct as the judge model — detail beyond the prior abstract-level summary. Confirmed via ACL Anthology (aclanthology.org/2025.findings-acl.905), pages 17594-17632, Vienna, Austria (ACL 2025 conference dates July 27-Aug 1, 2025). arXiv preprint 2412.13147 is the earlier version. This is a fully peer-reviewed, published Findings of ACL 2025 paper and must NOT be listed among papers with evidence weaker than peer-reviewed publication. Status confirmed 'Read'.",2026-07-23,2026-07-25,Evaluation-Method Source,3
P047,Read,High,Q-resafe: Assessing Safety Risks and Quantization-aware Safety Patching for Quantized Large Language Models,Kejia Chen; Jiawen Zhang; Jiacong Hu; Yu Wang; Jian Lou; Zunlei Feng; Mingli Song,2025,ICML 2025,https://arxiv.org/abs/2506.20251 (ICML 2025 official proceedings record not separately opened in this pass; acceptance stated in secondary source and arXiv listing),Quantization reliability,"How large are the safety risks introduced by quantizing LLMs across mainstream quantization techniques and calibration datasets, and can a quantization-aware safety-patching method efficiently restore safety without harming utility?",Quantization degradation (safety-alignment dimension),Yes,Offline,Multiple LLMs across mainstream quantization techniques (exact list not itemized in this pass),Not reported,English,Comprehensive safety evaluations across mainstream quantization techniques and diverse calibration datasets,Safety-risk assessment + proposed quantization-aware safety-patching framework (Q-resafe),Safety-risk scores; utility-preservation metrics (exact names not itemized in this pass),No,"Provides comprehensive safety-risk evaluation across mainstream quantization techniques and calibration datasets (corroborating the safety-degradation pattern also found in P016 and P023), and proposes Q-resafe, a quantization-aware safety-patching method that restores safety capability in quantized LLMs while minimizing utility loss — moving from problem documentation (as in P016/P023) to a proposed mitigation.","A mitigation-method paper; does not itself propose a detection/monitoring protocol for catching quantization-induced safety regressions in a live deployment, only a post-hoc patching method once the risk is already known.","Fault-Design Source; Potential Baseline (as a mitigation, not detection, comparison point). Together with P016 and P023, this is the third independent, methodologically distinct (ICML-peer-reviewed) piece of evidence that quantization reliably degrades LLM safety — the convergence across three independent studies (P016: human+automatic safety benchmarking; P023: BBQ bias dose-response; P047: mainstream-technique safety-risk assessment with patching) makes quantization-induced safety/behavioral degradation one of the best-evidenced fault categories in this entire review.","Proposes a fix once a safety regression is known but does not address early, low-cost detection of such regressions in a production serving pipeline before a full safety audit is run — exactly the detection gap SemaFailBench targets.","Yes (https://github.com/Thecommonirin/Qresafe, per GitHub listing)","ICML 2025 acceptance stated via secondary source (arXiv listing context) cross-checked against the official GitHub repository, which references the ICML 2025 acceptance; the official ICML 2025 proceedings page itself was not separately opened and confirmed in this pass — flagged for a final direct-source check before the manuscript is finalized. arXiv:2506.20251.",2026-07-23,2026-07-23,Fault-Design Source,4
